respondent_id,xyz_vaccine,seasonal_vaccine
26802,0.07675015,0.153494697
26803,0.065939577,0.177457148
26804,0.072408314,0.125395766
26805,0.085008911,0.21340575
26806,0.079801413,0.918051443
26807,0.690387381,0.959868408
26808,0.276922746,0.591550307
26809,0.739551153,0.143588756
26810,0.041937669,0.11215064
26811,0.047520033,0.053579607
26812,0.175819075,0.635702784
26813,0.33593039,0.325419825
26814,0.03335931,0.490713354
26815,0.039980411,0.085803321
26816,0.053100234,0.222823681
26817,0.172495556,0.778260212
26818,0.056715885,0.278560678
26819,0.414563983,0.437437151
26820,0.080711359,0.269819602
26821,0.086623045,0.5507501
26822,0.277021295,0.640506345
26823,0.447864163,0.584810103
26824,0.037131311,0.68885073
26825,0.357711876,0.731679859
26826,0.090523934,0.755264837
26827,0.03575748,0.090992671
26828,0.16288985,0.689653466
26829,0.621694809,0.931510983
26830,0.075300475,0.76961561
26831,0.237296867,0.864521337
26832,0.132744086,0.849579916
26833,0.004668877,0.293535215
26834,0.092669774,0.398901303
26835,0.383106277,0.89954584
26836,0.155924337,0.648757378
26837,0.032653817,0.010238225
26838,0.109632544,0.472469533
26839,0.146474915,0.51588768
26840,0.091258229,0.134455915
26841,0.356031769,0.801234019
26842,0.076009001,0.192613419
26843,0.039299349,0.015180531
26844,0.075419995,0.552180174
26845,0.043650886,0.664912557
26846,0.068503993,0.760825144
26847,0.324291984,0.112757081
26848,0.04660547,0.680617787
26849,0.122965938,0.549334202
26850,0.446382773,0.605306511
26851,0.031184398,0.060966127
26852,0.036632671,0.067760787
26853,0.521796439,0.602826623
26854,0.015685173,0.069447301
26855,0.595276853,0.864747297
26856,0.106957135,0.026995619
26857,0.417901814,0.156230112
26858,0.137303264,0.635105001
26859,0.07305807,0.086408318
26860,0.128265194,0.094392593
26861,0.102847049,0.079872638
26862,0.106134484,0.268057256
26863,0.215954827,0.436341727
26864,0.500023253,0.374936959
26865,0.014637422,0.037752439
26866,0.261482895,0.692308287
26867,0.111050882,0.177443114
26868,0.777220626,0.945394263
26869,0.100304036,0.295482213
26870,0.614606206,0.859693001
26871,0.054124071,0.048357773
26872,0.039240776,0.268043573
26873,0.135580967,0.839003292
26874,0.046758138,0.093405549
26875,0.642665144,0.923114195
26876,0.048653181,0.048828929
26877,0.040255144,0.087980387
26878,0.134124573,0.147160908
26879,0.011071351,0.017709437
26880,0.037686001,0.075981446
26881,0.029844127,0.082083447
26882,0.019905288,0.067262159
26883,0.063943665,0.251587191
26884,0.080041419,0.207183666
26885,0.223175931,0.829823671
26886,0.098730901,0.763180198
26887,0.63536848,0.894830556
26888,0.877496079,0.945250802
26889,0.042747438,0.139623501
26890,0.083788499,0.297817677
26891,0.259797683,0.466376178
26892,0.135751502,0.848797479
26893,0.052774278,0.207410754
26894,0.211781228,0.316339646
26895,0.075414093,0.854894732
26896,0.046784989,0.075922958
26897,0.058106159,0.375206417
26898,0.25382381,0.712034397
26899,0.044717346,0.053185193
26900,0.143675967,0.269462419
26901,0.005849901,0.22873326
26902,0.283518931,0.949449019
26903,0.132108418,0.039450253
26904,0.045439928,0.320000487
26905,0.366266523,0.801858434
26906,0.071124698,0.354012626
26907,0.009601911,0.543903282
26908,0.135330173,0.731196355
26909,0.067357721,0.266709324
26910,0.106698907,0.211195091
26911,0.039759064,0.057397848
26912,0.421197116,0.939080041
26913,0.750226932,0.893817759
26914,0.055584949,0.127333559
26915,0.136271995,0.695833103
26916,0.066987015,0.371442037
26917,0.004325984,0.010425875
26918,0.753464759,0.924300631
26919,0.313289268,0.614432061
26920,0.020880675,0.115265931
26921,0.119298915,0.858728125
26922,0.058726005,0.677741999
26923,0.101115833,0.544198211
26924,0.657489364,0.895549185
26925,0.10923061,0.620253305
26926,0.597765892,0.437529399
26927,0.357442945,0.683090663
26928,0.056685475,0.525559012
26929,0.119186811,0.200310375
26930,0.660393648,0.900949906
26931,0.09967761,0.335756859
26932,0.062370053,0.875404546
26933,0.099602836,0.74624998
26934,0.565814333,0.716769828
26935,0.162370539,0.458848489
26936,0.422930303,0.186144408
26937,0.284639724,0.759795844
26938,0.086033418,0.056539959
26939,0.047289033,0.052647984
26940,0.064528696,0.122281472
26941,0.053890714,0.450338105
26942,0.590281515,0.791819279
26943,0.14173101,0.638609971
26944,0.077010049,0.150539158
26945,0.124510349,0.593678593
26946,0.163660765,0.730239016
26947,0.154223497,0.609069094
26948,0.016052841,0.050507886
26949,0.02000122,0.042051773
26950,0.034431677,0.51192421
26951,0.076925458,0.320535299
26952,0.843674936,0.949898817
26953,0.782587322,0.977308783
26954,0.050972305,0.150124146
26955,0.170964989,0.599900107
26956,0.118972866,0.265046613
26957,0.028779406,0.904429573
26958,0.334866418,0.784903464
26959,0.028192787,0.22256086
26960,0.045578574,0.057400665
26961,0.217301263,0.560274141
26962,0.183668385,0.927421929
26963,0.145779743,0.273108736
26964,0.09566757,0.228250575
26965,0.81824654,0.945664814
26966,0.013991846,0.029428242
26967,0.156219184,0.443935005
26968,0.041920862,0.822728667
26969,0.037971898,0.190336161
26970,0.695580168,0.35212557
26971,0.110983568,0.327652862
26972,0.007175909,0.021910333
26973,0.05804244,0.132930925
26974,0.094763592,0.31372662
26975,0.072782835,0.638776319
26976,0.866366275,0.579178234
26977,0.056113099,0.307016536
26978,0.016987869,0.806739992
26979,0.307162498,0.640780237
26980,0.049930907,0.079661444
26981,0.056752301,0.243607023
26982,0.7080955,0.872501769
26983,0.174533327,0.623451431
26984,0.080060246,0.154249767
26985,0.018472006,0.078975879
26986,0.179015821,0.630389605
26987,0.07257446,0.174021309
26988,0.028543667,0.103717838
26989,0.343102639,0.766764103
26990,0.015540133,0.064574937
26991,0.211856166,0.463915041
26992,0.277298771,0.399742405
26993,0.142466983,0.853238765
26994,0.185390565,0.471125483
26995,0.180726455,0.48350755
26996,0.224779518,0.283399283
26997,0.018642353,0.065340038
26998,0.042636943,0.047803127
26999,0.455323994,0.554575703
27000,0.126596759,0.386483478
27001,0.043473632,0.793236158
27002,0.008431935,0.177452526
27003,0.022338809,0.048754035
27004,0.100513111,0.272654621
27005,0.378077683,0.784013533
27006,0.718161548,0.92392139
27007,0.064991794,0.13167484
27008,0.042711302,0.05591582
27009,0.063874179,0.254763151
27010,0.059911463,0.132475926
27011,0.096623918,0.136192832
27012,0.29494806,0.615335504
27013,0.113313056,0.419571261
27014,0.020276817,0.196030421
27015,0.082279391,0.203227647
27016,0.163880585,0.331616402
27017,0.443805178,0.692965215
27018,0.089214189,0.28727714
27019,0.897233592,0.964500962
27020,0.203356396,0.240687323
27021,0.126598994,0.538682335
27022,0.162556123,0.193030007
27023,0.138989139,0.168241091
27024,0.129692622,0.274295804
27025,0.053806184,0.019770585
27026,0.067085594,0.293861458
27027,0.091413725,0.755890089
27028,0.373180851,0.880533938
27029,0.111260934,0.366293773
27030,0.161796534,0.251829302
27031,0.216942861,0.81858393
27032,0.179892891,0.462010992
27033,0.301794656,0.730898916
27034,0.00777016,0.640384258
27035,0.23685233,0.388353746
27036,0.208215198,0.707383735
27037,0.637750852,0.81394733
27038,0.028783275,0.030026069
27039,0.749493614,0.930444015
27040,0.181342624,0.14226082
27041,0.136533081,0.546491629
27042,0.073899619,0.526925002
27043,0.579960704,0.808525591
27044,0.007787205,0.034536726
27045,0.166457516,0.576014913
27046,0.046033155,0.096505745
27047,0.555664316,0.405477234
27048,0.151162331,0.328374663
27049,0.281341771,0.900250936
27050,0.047843282,0.569188807
27051,0.13127197,0.258407959
27052,0.099126861,0.241309149
27053,0.883023986,0.965617247
27054,0.033969678,0.0614567
27055,0.117868129,0.853348004
27056,0.018650303,0.034742732
27057,0.02529544,0.023826074
27058,0.821859546,0.900065751
27059,0.067807928,0.218207414
27060,0.02892845,0.437350005
27061,0.08189414,0.381737014
27062,0.054120523,0.505254924
27063,0.064956126,0.558965283
27064,0.235673892,0.485031849
27065,0.064513727,0.378677546
27066,0.045372761,0.5960867
27067,0.441284136,0.752282508
27068,0.872394555,0.941561506
27069,0.557300925,0.949194513
27070,0.031641666,0.05546611
27071,0.055124028,0.078865247
27072,0.055855708,0.73747172
27073,0.026442088,0.855834808
27074,0.039522195,0.282236822
27075,0.719482387,0.856783331
27076,0.613848662,0.778502264
27077,0.035410882,0.09482303
27078,0.267637755,0.814148731
27079,0.311374796,0.943880857
27080,0.077240548,0.253840364
27081,0.020955467,0.693227342
27082,0.268606483,0.474976324
27083,0.057659818,0.254469626
27084,0.864795803,0.695651473
27085,0.053227549,0.012731331
27086,0.054328941,0.087532485
27087,0.191118847,0.299684609
27088,0.206168105,0.748977624
27089,0.119396949,0.235988216
27090,0.240632443,0.594558529
27091,0.400120482,0.165301567
27092,0.109001083,0.27007605
27093,0.190383014,0.275598962
27094,0.008181596,0.036213787
27095,0.070541162,0.530581561
27096,0.020217487,0.209029447
27097,0.591447479,0.763465413
27098,0.388597974,0.835410664
27099,0.163326035,0.46850481
27100,0.063355916,0.762681302
27101,0.07609317,0.660481505
27102,0.088826451,0.82528847
27103,0.026506174,0.054308067
27104,0.341058216,0.533476211
27105,0.061018419,0.416027398
27106,0.630735061,0.900244463
27107,0.423352275,0.701589232
27108,0.110082782,0.27392151
27109,0.063586173,0.235189667
27110,0.093618448,0.333877047
27111,0.039472557,0.38081228
27112,0.198627087,0.609177461
27113,0.080773527,0.248366768
27114,0.086297655,0.212190463
27115,0.511774694,0.868611085
27116,0.190140562,0.928443097
27117,0.056079987,0.107085532
27118,0.15609046,0.569075703
27119,0.066826391,0.337138967
27120,0.360635907,0.986143806
27121,0.01414597,0.702810388
27122,0.046347059,0.250831646
27123,0.043958692,0.095910668
27124,0.029475825,0.067239301
27125,0.023927978,0.040557424
27126,0.248158577,0.072924837
27127,0.072683755,0.105811096
27128,0.176917415,0.65965823
27129,0.580349092,0.606219895
27130,0.114422199,0.220290081
27131,0.046257593,0.07242582
27132,0.510855085,0.929936573
27133,0.094097783,0.583363824
27134,0.645339161,0.932259657
27135,0.2069156,0.558768774
27136,0.079720519,0.562178837
27137,0.064359881,0.200199124
27138,0.168708273,0.564211621
27139,0.097119154,0.076144761
27140,0.908115421,0.957919571
27141,0.566542929,0.842717991
27142,0.068427798,0.317332721
27143,0.294391023,0.533484643
27144,0.051685357,0.04882108
27145,0.385620888,0.659720185
27146,0.03653683,0.921441498
27147,0.062188446,0.234844218
27148,0.178548046,0.154660396
27149,0.302320604,0.167256765
27150,0.674596519,0.968766803
27151,0.143288603,0.774146155
27152,0.022144002,0.209891443
27153,0.227386413,0.827035352
27154,0.6967527,0.873012238
27155,0.16288871,0.674580644
27156,0.016160188,0.36289364
27157,0.009547206,0.464704282
27158,0.081228065,0.403021535
27159,0.04563982,0.156461663
27160,0.209492862,0.192106927
27161,0.344750399,0.500620837
27162,0.132712589,0.946972064
27163,0.546579155,0.527562005
27164,0.212186098,0.12154045
27165,0.435291166,0.585796392
27166,0.082473745,0.170549689
27167,0.161009938,0.442322576
27168,0.154550095,0.718682863
27169,0.461253379,0.650369939
27170,0.392996791,0.848168153
27171,0.041239451,0.343585337
27172,0.050923723,0.852439636
27173,0.23865421,0.55091879
27174,0.087048931,0.080598403
27175,0.078526183,0.133492581
27176,0.563561297,0.960060835
27177,0.846779,0.955797382
27178,0.15377623,0.38117852
27179,0.075206484,0.277716522
27180,0.199709507,0.40229512
27181,0.03064369,0.803170026
27182,0.639242267,0.920448215
27183,0.042647365,0.560576101
27184,0.040529284,0.324396969
27185,0.511577182,0.797339885
27186,0.122249014,0.641556837
27187,0.082217433,0.119501198
27188,0.049587754,0.306610114
27189,0.057072246,0.567566282
27190,0.394201173,0.750304347
27191,0.126195717,0.94220019
27192,0.533847865,0.77650982
27193,0.016526585,0.085070032
27194,0.091526153,0.337522267
27195,0.027051238,0.094279746
27196,0.342913311,0.214210299
27197,0.055901855,0.64818783
27198,0.938462783,0.990273979
27199,0.033322528,0.133668702
27200,0.271151061,0.682279674
27201,0.739227476,0.922394936
27202,0.054378311,0.025271355
27203,0.038904341,0.085411151
27204,0.020281805,0.052918162
27205,0.073384925,0.236586621
27206,0.178022684,0.29919333
27207,0.084205346,0.163234375
27208,0.809724382,0.760713842
27209,0.129611997,0.253559272
27210,0.321795239,0.389118444
27211,0.104102702,0.256697062
27212,0.59358761,0.949424976
27213,0.478279718,0.44507471
27214,0.026458095,0.066055584
27215,0.179802356,0.848851199
27216,0.116088765,0.884231211
27217,0.106386498,0.174721032
27218,0.700154587,0.961472695
27219,0.496802458,0.685217408
27220,0.112055295,0.421376078
27221,0.196545229,0.628747778
27222,0.227305247,0.64443381
27223,0.035463882,0.638466122
27224,0.203064744,0.706463556
27225,0.187366173,0.265003029
27226,0.017816302,0.289395212
27227,0.158749141,0.432954383
27228,0.518436467,0.855925013
27229,0.665739874,0.922189079
27230,0.205944974,0.976785941
27231,0.459182867,0.82280758
27232,0.10930342,0.544274186
27233,0.299472667,0.187821867
27234,0.046228003,0.027260911
27235,0.889484681,0.957003273
27236,0.11586447,0.936216836
27237,0.202504591,0.582554204
27238,0.305631395,0.761404391
27239,0.558254382,0.246520219
27240,0.136238539,0.468327035
27241,0.078536834,0.199502755
27242,0.115469171,0.470414671
27243,0.042029923,0.076986398
27244,0.033261345,0.087096745
27245,0.135323666,0.489239514
27246,0.805046108,0.954058212
27247,0.178249346,0.930009092
27248,0.11826834,0.552436501
27249,0.126184069,0.658581544
27250,0.098309569,0.268500048
27251,0.100015266,0.310986327
27252,0.348788819,0.635257159
27253,0.075366182,0.915648191
27254,0.903002962,0.973664457
27255,0.11512677,0.310222765
27256,0.584837978,0.959936982
27257,0.465677742,0.507570432
27258,0.476274756,0.826334458
27259,0.567216128,0.927331665
27260,0.132481041,0.467201391
27261,0.118510333,0.663246015
27262,0.175051078,0.511990801
27263,0.059511808,0.069154992
27264,0.066682378,0.073489126
27265,0.032956305,0.177796934
27266,0.159615898,0.290037785
27267,0.156096742,0.784117142
27268,0.020670641,0.183010576
27269,0.766997242,0.366180619
27270,0.031985773,0.093220905
27271,0.065349367,0.310590588
27272,0.013201241,0.401094489
27273,0.047992891,0.14424069
27274,0.129115347,0.522495263
27275,0.132838167,0.342434762
27276,0.010529125,0.098666591
27277,0.048531609,0.824095523
27278,0.174676111,0.334954849
27279,0.108033672,0.273147104
27280,0.258612186,0.352639165
27281,0.070343816,0.321702241
27282,0.076137949,0.899566906
27283,0.004561414,0.021089842
27284,0.190206562,0.256939201
27285,0.108719826,0.426527431
27286,0.084098204,0.257012354
27287,0.25480132,0.666756644
27288,0.575569183,0.819354436
27289,0.262748881,0.367592354
27290,0.017186487,0.062587315
27291,0.735580867,0.83624778
27292,0.056371643,0.672350781
27293,0.124690928,0.97259793
27294,0.018222671,0.044781375
27295,0.284324775,0.863266458
27296,0.067733404,0.785187714
27297,0.060099192,0.715941621
27298,0.095610159,0.282914827
27299,0.305674634,0.780268449
27300,0.191945985,0.964342378
27301,0.00414865,0.022642272
27302,0.115915231,0.479471444
27303,0.023644614,0.07765031
27304,0.095108795,0.78457709
27305,0.040582548,0.037679455
27306,0.209291128,0.566138612
27307,0.584358281,0.75976274
27308,0.082082288,0.143603923
27309,0.534938032,0.968739843
27310,0.057304202,0.135560018
27311,0.144769143,0.095331808
27312,0.070910153,0.31827793
27313,0.054698197,0.124643463
27314,0.030712511,0.079476775
27315,0.118762568,0.279891646
27316,0.32922049,0.788265367
27317,0.06786602,0.13799735
27318,0.256518804,0.333365355
27319,0.39226771,0.897816902
27320,0.419165509,0.679388591
27321,0.037721165,0.517851452
27322,0.616034841,0.49899495
27323,0.056674564,0.538767441
27324,0.268350492,0.511525634
27325,0.751006387,0.941516527
27326,0.11731883,0.518773338
27327,0.137069058,0.395116889
27328,0.217100345,0.5101428
27329,0.110233075,0.314816964
27330,0.014425345,0.497822289
27331,0.075274868,0.198766438
27332,0.172284411,0.953168749
27333,0.628578779,0.736012324
27334,0.056939349,0.037522926
27335,0.224598484,0.118895747
27336,0.072089264,0.151043892
27337,0.19180875,0.652507275
27338,0.217963442,0.46214427
27339,0.259222451,0.358818931
27340,0.020653793,0.192499683
27341,0.205814191,0.691812367
27342,0.027723863,0.629201441
27343,0.063175352,0.130338076
27344,0.311200037,0.553609477
27345,0.062851243,0.340789368
27346,0.838303379,0.973782052
27347,0.736203294,0.956777178
27348,0.087380796,0.299287189
27349,0.058628866,0.214969878
27350,0.21009441,0.948663467
27351,0.834493402,0.903305416
27352,0.1218353,0.409968417
27353,0.009100463,0.08040395
27354,0.164151586,0.655312788
27355,0.27361709,0.457002156
27356,0.189171866,0.401165082
27357,0.14041986,0.370028106
27358,0.231261526,0.751802736
27359,0.330163127,0.820955418
27360,0.119426247,0.537273126
27361,0.046436541,0.936113217
27362,0.23216581,0.442011937
27363,0.144813139,0.291999062
27364,0.066791398,0.456707947
27365,0.36428725,0.703910763
27366,0.500519268,0.589150495
27367,0.244404954,0.450848261
27368,0.11868008,0.490932509
27369,0.052818811,0.051003619
27370,0.019531177,0.802362701
27371,0.240707651,0.462141004
27372,0.092529395,0.246032253
27373,0.772634965,0.757356563
27374,0.028222478,0.316068216
27375,0.174444853,0.962564802
27376,0.664587248,0.444870682
27377,0.095065627,0.574614461
27378,0.086897568,0.204908923
27379,0.081393335,0.226202564
27380,0.150058243,0.95611001
27381,0.052536818,0.577180561
27382,0.31610167,0.203998635
27383,0.190902508,0.65140683
27384,0.052839093,0.345845015
27385,0.096162663,0.935485785
27386,0.311815753,0.8728646
27387,0.329241762,0.828095837
27388,0.080154972,0.211513556
27389,0.137725608,0.153396132
27390,0.011292257,0.026623092
27391,0.135956612,0.736470484
27392,0.625447494,0.860592087
27393,0.016328167,0.059648059
27394,0.014670889,0.407800455
27395,0.579016133,0.567024147
27396,0.06018448,0.080508779
27397,0.870070882,0.958994425
27398,0.493199315,0.846097455
27399,0.096807513,0.561833348
27400,0.097288455,0.732594857
27401,0.364717531,0.415284988
27402,0.112534009,0.749186564
27403,0.077537609,0.203443218
27404,0.431296592,0.22737172
27405,0.860389348,0.903144287
27406,0.103241144,0.18700469
27407,0.077023347,0.084945954
27408,0.093806326,0.637782735
27409,0.832826258,0.965608053
27410,0.057672502,0.245007818
27411,0.090520514,0.195218782
27412,0.165572333,0.918055075
27413,0.011484677,0.232802109
27414,0.611743164,0.701115766
27415,0.105298624,0.257086265
27416,0.128385463,0.314141166
27417,0.092838068,0.411953125
27418,0.436644375,0.156177814
27419,0.538630427,0.946927292
27420,0.095440287,0.178890734
27421,0.188259587,0.335417356
27422,0.236865758,0.653794847
27423,0.030791109,0.326642412
27424,0.221620014,0.506543895
27425,0.226982508,0.495690487
27426,0.117451657,0.304505164
27427,0.13972888,0.330261797
27428,0.036238529,0.209888473
27429,0.470058822,0.156837395
27430,0.067852921,0.702809874
27431,0.2142876,0.583262242
27432,0.244109038,0.612945835
27433,0.091299693,0.885610244
27434,0.083108166,0.278517258
27435,0.234002279,0.708345389
27436,0.024304657,0.112839601
27437,0.092703997,0.174684344
27438,0.065666101,0.250895075
27439,0.314134911,0.352039592
27440,0.085666734,0.171440103
27441,0.762654815,0.887547071
27442,0.14315153,0.910530621
27443,0.042511128,0.137751247
27444,0.069269087,0.060489842
27445,0.035126582,0.041099826
27446,0.123369446,0.080031988
27447,0.041951154,0.241163513
27448,0.263145852,0.606248581
27449,0.18059496,0.956798573
27450,0.033118008,0.899801137
27451,0.015080866,0.144735474
27452,0.022729872,0.090216687
27453,0.102698714,0.93868828
27454,0.060495086,0.419557572
27455,0.142559333,0.177217724
27456,0.270043482,0.468435162
27457,0.053262503,0.166476234
27458,0.088054176,0.400254853
27459,0.039871748,0.169944447
27460,0.646404513,0.865961723
27461,0.076797334,0.147565645
27462,0.047716337,0.463222465
27463,0.142159509,0.406425981
27464,0.476634775,0.60147341
27465,0.678184653,0.93550332
27466,0.008309254,0.029795119
27467,0.026613215,0.355546137
27468,0.090097274,0.407985732
27469,0.021629914,0.606892963
27470,0.85804338,0.911582369
27471,0.066224789,0.583825292
27472,0.162944422,0.528880192
27473,0.087521662,0.269182152
27474,0.187972934,0.537043696
27475,0.034241663,0.035405148
27476,0.121110464,0.48188225
27477,0.120511936,0.304460307
27478,0.016924611,0.714464053
27479,0.173117062,0.250207907
27480,0.309295813,0.716330012
27481,0.603447514,0.755721032
27482,0.425908862,0.24567237
27483,0.441038253,0.734987351
27484,0.518861315,0.941398987
27485,0.031749181,0.816324419
27486,0.12403146,0.271208784
27487,0.148445911,0.898744678
27488,0.872784143,0.931365532
27489,0.805257121,0.74086936
27490,0.010906277,0.22870706
27491,0.295691371,0.67766788
27492,0.031480106,0.629342549
27493,0.126972624,0.938167852
27494,0.382706003,0.668205071
27495,0.155087667,0.273550199
27496,0.044390346,0.173088198
27497,0.09732005,0.013744316
27498,0.049010576,0.537756694
27499,0.34746397,0.891359248
27500,0.094003539,0.901607505
27501,0.042507192,0.38906765
27502,0.053346874,0.725214547
27503,0.091703279,0.498010576
27504,0.023709689,0.0270752
27505,0.034533123,0.157030559
27506,0.501424666,0.811398628
27507,0.088564164,0.246384703
27508,0.133466073,0.351559083
27509,0.130710158,0.451797924
27510,0.644882938,0.328336856
27511,0.213880602,0.548788964
27512,0.098414307,0.225696945
27513,0.097329298,0.527975026
27514,0.404759795,0.573995067
27515,0.465686396,0.350464941
27516,0.403203309,0.807783688
27517,0.015514696,0.019879434
27518,0.848555981,0.940639167
27519,0.015220044,0.066811117
27520,0.05542298,0.137255445
27521,0.052426704,0.281463267
27522,0.071920176,0.125313079
27523,0.018743063,0.250420492
27524,0.045024951,0.466321172
27525,0.146265469,0.340156033
27526,0.578094323,0.746936854
27527,0.085927876,0.933431128
27528,0.263333281,0.802718554
27529,0.088131286,0.733017921
27530,0.063322901,0.094704952
27531,0.075727828,0.069428273
27532,0.17589109,0.956595594
27533,0.256892312,0.506441043
27534,0.044009588,0.067118315
27535,0.087660079,0.852458741
27536,0.161758901,0.402004573
27537,0.717621232,0.88275427
27538,0.365042338,0.504190504
27539,0.306849682,0.779530247
27540,0.636936727,0.213854363
27541,0.621682925,0.952978594
27542,0.055330785,0.194686468
27543,0.418539113,0.647010397
27544,0.145834024,0.233621705
27545,0.196143355,0.089560748
27546,0.786796702,0.704183875
27547,0.076503124,0.096954385
27548,0.048838247,0.930108693
27549,0.098318521,0.832931575
27550,0.203492366,0.155471578
27551,0.357072897,0.62171149
27552,0.091460239,0.818337093
27553,0.081893004,0.313721433
27554,0.312028305,0.440653064
27555,0.052495922,0.232896458
27556,0.087615023,0.739805258
27557,0.174627439,0.922148318
27558,0.08098725,0.226091695
27559,0.107604931,0.708150594
27560,0.219563254,0.717025574
27561,0.439514107,0.797953421
27562,0.228666872,0.64488206
27563,0.168853858,0.554617526
27564,0.211204408,0.441950106
27565,0.155855137,0.321389878
27566,0.21125902,0.200786358
27567,0.075231792,0.56179222
27568,0.485279485,0.950942153
27569,0.212832244,0.587758821
27570,0.456855755,0.756653332
27571,0.071022945,0.07293103
27572,0.005038419,0.017327329
27573,0.015387035,0.256906513
27574,0.354752099,0.442619747
27575,0.009219564,0.191745915
27576,0.026839042,0.100291186
27577,0.164542806,0.578818329
27578,0.206885446,0.537828716
27579,0.123494524,0.613969206
27580,0.098835596,0.59036902
27581,0.103846792,0.135684599
27582,0.070170306,0.118971629
27583,0.119104164,0.239675939
27584,0.493594771,0.401852648
27585,0.237308857,0.409254651
27586,0.746850497,0.873188577
27587,0.069294693,0.662734868
27588,0.084218584,0.25939894
27589,0.061065222,0.330057066
27590,0.254553128,0.356121863
27591,0.300865225,0.817717948
27592,0.033138508,0.04263077
27593,0.044863367,0.078036181
27594,0.252358845,0.612996868
27595,0.02611528,0.120824276
27596,0.078430442,0.224361088
27597,0.10416107,0.291869433
27598,0.035729577,0.105097322
27599,0.634073396,0.842820803
27600,0.050272498,0.544432317
27601,0.010271821,0.819966275
27602,0.699672103,0.887691484
27603,0.053360966,0.0722504
27604,0.013049525,0.188402352
27605,0.436543934,0.614809403
27606,0.121196279,0.254593094
27607,0.573915192,0.536595947
27608,0.151064736,0.479207161
27609,0.321462056,0.841412342
27610,0.319365673,0.586934151
27611,0.153349495,0.048219806
27612,0.045843094,0.730046587
27613,0.811066457,0.958990577
27614,0.069373252,0.260093956
27615,0.157812286,0.965146459
27616,0.004039073,0.015412727
27617,0.202790594,0.362291446
27618,0.090990314,0.324433992
27619,0.281854817,0.398710648
27620,0.489002448,0.668032821
27621,0.163722532,0.514566455
27622,0.530227918,0.952856133
27623,0.253040432,0.803192075
27624,0.119891536,0.82230749
27625,0.06562103,0.384862116
27626,0.012477394,0.115045311
27627,0.824767377,0.870068068
27628,0.050622335,0.787569714
27629,0.010330913,0.060962569
27630,0.289694619,0.805444338
27631,0.144428496,0.381133275
27632,0.020295686,0.171251117
27633,0.476885125,0.705934782
27634,0.077377265,0.187700766
27635,0.091464984,0.352135997
27636,0.267893595,0.932602967
